% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.018	1	1	102	9	2	26	7708	26	7708	0
1.038	1	1	104	9	2	24	6882	24	6882	0
1.058	1	1	106	9	2	26	7708	26	7708	0
1.068	1	2	107	9	1	24	6882	24	6882	0
1.078	1	1	108	9	2	26	7708	26	7708	0
1.083	1	1	109	4	2	26	7708	26	7708	0
1.088	1	2	109	9	1	26	7708	26	7708	0
1.108	1	2	111	9	1	22	5861	22	5861	0
1.117	1	1	112	8	2	24	6882	24	6882	0
1.128	1	2	113	9	1	20	4904	20	4904	0
1.129	1	1	113	10	2	26	7708	26	7708	0
1.162	1	2	117	3	1	24	6882	24	6882	0
1.163	1	1	117	4	2	22	5861	22	5861	0
1.172	1	2	118	3	1	26	7708	26	7708	0
1.177	1	2	118	8	1	26	7708	26	7708	0
1.182	1	2	119	3	1	26	7708	26	7708	0
1.183	1	1	119	4	2	26	7708	26	7708	0
1.188	1	2	119	9	1	26	7708	26	7708	0
1.202	1	2	121	3	1	26	7708	26	7708	0
1.203	1	1	121	4	2	24	6882	24	6882	0
1.211	1	2	122	2	1	26	7708	26	7708	0
1.212	1	1	122	3	2	24	3182	24	3182	0
1.212	1	2	122	3	1	26	3662	26	3662	0
1.213	1	2	122	4	1	26	7708	26	7708	0
1.222	1	2	123	3	1	24	6882	24	6882	0
1.223	1	2	123	4	1	24	6882	24	6882	0
1.224	1	2	123	5	1	22	5861	22	5861	0
1.225	1	2	123	6	1	22	5861	22	5861	0
1.226	1	2	123	7	1	24	6882	24	6882	0
1.227	1	2	123	8	1	24	6882	24	6882	0
1.228	1	2	123	9	1	26	7708	26	7708	0
1.229	1	2	123	10	1	26	7708	26	7708	0
1.23	1	2	124	1	1	26	7708	26	7708	0
1.235	1	2	124	6	1	26	7708	26	7708	0
1.236	1	2	124	7	1	26	7708	26	7708	0
1.237	1	2	124	8	1	26	7708	26	7708	0
1.238	1	2	124	9	1	26	7708	26	7708	0
1.239	1	2	124	10	1	26	7708	26	7708	0
1.24	1	2	125	1	1	26	7708	26	7708	0
1.241	1	2	125	2	1	26	7708	26	7708	0
1.242	1	2	125	3	1	26	7708	26	7708	0
1.246	1	1	125	7	2	22	5861	22	5861	0
1.247	1	2	125	8	1	24	6882	24	6882	0
1.248	1	2	125	9	1	24	6882	24	6882	0
1.249	1	2	125	10	1	24	6882	24	6882	0
1.25	1	2	126	1	1	24	6882	24	6882	0
1.251	1	2	126	2	1	24	6882	24	6882	0
1.252	1	2	126	3	1	22	5861	22	5861	0
1.253	1	2	126	4	1	22	5861	22	5861	0
1.254	1	2	126	5	1	22	5861	22	5861	0
1.255	1	2	126	6	1	22	5861	22	5861	0
1.26	1	2	127	1	1	22	5861	22	5861	0
1.261	1	1	127	2	2	26	3662	26	3662	0
1.261	1	2	127	2	1	22	2769	22	2769	0
1.262	1	2	127	3	1	22	5861	22	5861	0
1.263	1	2	127	4	1	22	5861	22	5861	0
1.264	1	2	127	5	1	22	5861	22	5861	0
1.265	1	2	127	6	1	22	5861	22	5861	0
1.266	1	2	127	7	1	24	6882	24	6882	0
1.267	1	2	127	8	1	24	6882	24	6882	0
1.272	1	2	128	3	1	24	6882	24	6882	0
1.273	1	2	128	4	1	24	6882	24	6882	0
1.274	1	2	128	5	1	24	6882	24	6882	0
1.275	1	2	128	6	1	24	6882	24	6882	0
1.276	1	2	128	7	1	22	5861	22	5861	0
1.277	1	2	128	8	1	22	5861	22	5861	0
1.278	1	2	128	9	1	22	5861	22	5861	0
1.279	1	2	128	10	1	22	5861	22	5861	0
1.284	1	2	129	5	1	22	5861	22	5861	0
1.285	1	2	129	6	1	22	5861	22	5861	0
1.286	1	2	129	7	1	24	6882	24	6882	0
1.287	1	2	129	8	1	24	6882	24	6882	0
1.288	1	2	129	9	1	24	6882	24	6882	0
1.291	1	2	130	2	1	24	6882	24	6882	0
1.295	1	1	130	6	2	24	3182	24	3182	0
1.295	1	2	130	6	1	24	3182	24	3182	0
1.296	1	1	130	7	2	24	6882	24	6882	0
1.303	1	2	131	4	1	24	6882	24	6882	0
1.31	1	1	132	1	2	20	4904	20	4904	0
1.315	1	2	132	6	1	26	7708	26	7708	0
1.322	1	2	133	3	1	26	7708	26	7708	0
1.323	1	2	133	4	1	26	7708	26	7708	0
1.324	1	2	133	5	1	26	7708	26	7708	0
1.325	1	2	133	6	1	26	7708	26	7708	0
1.326	1	2	133	7	1	26	7708	26	7708	0
1.327	1	2	133	8	1	26	7708	26	7708	0
1.328	1	2	133	9	1	26	7708	26	7708	0
1.329	1	2	133	10	1	26	7708	26	7708	0
1.33	1	2	134	1	1	26	7708	26	7708	0
1.331	1	2	134	2	1	26	7708	26	7708	0
1.332	1	2	134	3	1	26	7708	26	7708	0
1.333	1	2	134	4	1	26	7708	26	7708	0
1.334	1	2	134	5	1	24	6882	24	6882	0
1.335	1	2	134	6	1	24	6882	24	6882	0
1.34	1	2	135	1	1	22	5861	22	5861	0
1.341	1	2	135	2	1	22	5861	22	5861	0
1.342	1	2	135	3	1	22	5861	22	5861	0
1.343	1	2	135	4	1	22	5861	22	5861	0
1.344	1	1	135	5	2	22	2769	22	2769	0
1.344	1	2	135	5	1	24	3182	24	3182	0
1.345	1	2	135	6	1	24	3182	24	3182	0
1.345	1	1	135	6	2	22	2769	22	2769	0
1.346	1	1	135	7	2	22	2769	22	2769	0
1.346	1	2	135	7	1	24	3182	24	3182	0
1.347	1	2	135	8	1	24	3182	24	3182	0
1.347	1	1	135	8	2	22	2769	22	2769	0
1.348	1	1	135	9	2	22	2769	22	2769	0
1.348	1	2	135	9	1	26	3662	26	3662	0
1.349	1	1	135	10	2	22	5861	22	5861	0
1.353	1	2	136	4	1	26	7708	26	7708	0
1.354	1	2	136	5	1	26	7708	26	7708	0
1.355	1	2	136	6	1	26	7708	26	7708	0
1.356	1	2	136	7	1	26	7708	26	7708	0
1.357	1	2	136	8	1	26	7708	26	7708	0
1.358	1	2	136	9	1	26	7708	26	7708	0
1.359	1	1	136	10	2	22	2769	22	2769	0
1.359	1	2	136	10	1	26	3662	26	3662	0
1.36	1	2	137	1	1	26	7708	26	7708	0
1.365	1	2	137	6	1	24	6882	24	6882	0
1.366	1	2	137	7	1	24	6882	24	6882	0
1.367	1	2	137	8	1	24	6882	24	6882	0
1.368	1	2	137	9	1	24	6882	24	6882	0
1.379	1	2	138	10	1	24	6882	24	6882	0
1.393	1	1	140	4	2	24	6882	24	6882	0
1.394	1	1	140	5	2	24	6882	24	6882	0
1.395	1	1	140	6	2	24	6882	24	6882	0
1.402	1	2	141	3	1	26	7708	26	7708	0
1.403	1	2	141	4	1	26	7708	26	7708	0
1.404	1	2	141	5	1	26	7708	26	7708	0
1.405	1	2	141	6	1	26	7708	26	7708	0
1.406	1	2	141	7	1	26	7708	26	7708	0
1.407	1	2	141	8	1	26	7708	26	7708	0
1.408	1	2	141	9	1	26	7708	26	7708	0
1.409	1	1	141	10	2	26	3662	26	3662	0
1.409	1	2	141	10	1	26	3662	26	3662	0
1.41	1	2	142	1	1	26	7708	26	7708	0
1.411	1	2	142	2	1	26	7708	26	7708	0
1.412	1	2	142	3	1	26	7708	26	7708	0
1.413	1	2	142	4	1	26	7708	26	7708	0
1.414	1	2	142	5	1	26	7708	26	7708	0
1.415	1	2	142	6	1	26	7708	26	7708	0
1.416	1	2	142	7	1	26	7708	26	7708	0
1.417	1	2	142	8	1	26	7708	26	7708	0
1.418	1	2	142	9	1	26	7708	26	7708	0
1.419	1	2	142	10	1	26	7708	26	7708	0
1.42	1	2	143	1	1	26	7708	26	7708	0
1.421	1	2	143	2	1	26	7708	26	7708	0
1.422	1	2	143	3	1	28	9422	28	9422	0
1.423	1	2	143	4	1	28	9422	28	9422	0
1.428	1	2	143	9	1	28	9422	28	9422	0
1.429	1	2	143	10	1	28	9422	28	9422	0
1.43	1	2	144	1	1	26	7708	26	7708	0
1.431	1	2	144	2	1	26	7708	26	7708	0
1.432	1	2	144	3	1	26	7708	26	7708	0
1.433	1	2	144	4	1	26	7708	26	7708	0
1.434	1	2	144	5	1	26	7708	26	7708	0
1.435	1	2	144	6	1	26	7708	26	7708	0
1.44	1	2	145	1	1	26	7708	26	7708	0
1.441	1	2	145	2	1	26	7708	26	7708	0
1.442	1	2	145	3	1	24	6882	24	6882	0
1.443	1	1	145	4	2	22	2769	22	2769	0
1.443	1	2	145	4	1	24	3182	24	3182	0
1.444	1	2	145	5	1	24	3182	24	3182	0
1.444	1	1	145	5	2	24	3182	24	3182	0
1.445	1	1	145	6	2	24	3182	24	3182	0
1.445	1	2	145	6	1	24	3182	24	3182	0
1.446	1	2	145	7	1	24	3182	24	3182	0
1.446	1	1	145	7	2	24	3182	24	3182	0
1.447	1	1	145	8	2	24	3182	24	3182	0
1.447	1	2	145	8	1	24	3182	24	3182	0
1.448	1	2	145	9	1	22	2769	22	2769	0
1.448	1	1	145	9	2	26	3662	26	3662	0
1.449	1	1	145	10	2	26	7708	26	7708	0
1.458	1	1	146	9	2	26	7708	26	7708	0
1.459	1	2	146	10	1	24	6882	24	6882	0
1.47	1	2	148	1	1	26	7708	26	7708	0
1.481	1	2	149	2	1	26	7708	26	7708	0
1.482	1	1	149	3	2	26	3662	26	3662	0
1.482	1	2	149	3	1	26	3662	26	3662	0
1.483	1	2	149	4	1	26	7708	26	7708	0
1.484	1	2	149	5	1	26	7708	26	7708	0
1.485	1	2	149	6	1	26	7708	26	7708	0
1.486	1	2	149	7	1	26	7708	26	7708	0
1.487	1	2	149	8	1	26	7708	26	7708	0
1.488	1	2	149	9	1	26	7708	26	7708	0
1.489	1	2	149	10	1	26	7708	26	7708	0
1.49	1	2	150	1	1	26	7708	26	7708	0
1.491	1	2	150	2	1	26	7708	26	7708	0
1.492	1	1	150	3	2	24	3182	24	3182	0
1.492	1	2	150	3	1	26	3662	26	3662	0
1.493	1	2	150	4	1	26	3662	26	3662	0
1.493	1	1	150	4	2	24	3182	24	3182	0
1.494	1	1	150	5	2	24	3182	24	3182	0
1.494	1	2	150	5	1	26	3662	26	3662	0
1.495	1	2	150	6	1	26	3662	26	3662	0
1.495	1	1	150	6	2	24	3182	24	3182	0
1.496	1	1	150	7	2	26	3662	26	3662	0
1.496	1	2	150	7	1	24	3182	24	3182	0
1.497	1	2	150	8	1	24	3182	24	3182	0
1.497	1	1	150	8	2	26	3662	26	3662	0
1.498	1	1	150	9	2	26	3662	26	3662	0
1.498	1	2	150	9	1	24	3182	24	3182	0
1.499	1	2	150	10	1	24	3182	24	3182	0
1.499	1	1	150	10	2	26	3662	26	3662	0
1.5	1	2	151	1	1	26	3662	0	0	0
1.5	1	1	151	1	2	26	3963	26	3963	0
1.501	1	2	151	2	1	24	3182	24	3182	0
1.501	1	1	151	2	2	26	3662	26	3662	0
1.502	1	2	151	3	1	26	3662	26	3662	0
1.502	1	1	151	3	2	26	3963	26	3963	0
1.503	1	2	151	4	1	24	3182	24	3182	0
1.503	1	1	151	4	2	26	3662	26	3662	0
1.504	1	1	151	5	2	26	3662	26	3662	0
1.504	1	2	151	5	1	24	3182	24	3182	0
1.505	1	2	151	6	1	24	3182	24	3182	0
1.505	1	1	151	6	2	26	3662	26	3662	0
1.506	1	1	151	7	2	22	2769	22	2769	0
1.506	1	2	151	7	1	26	3662	26	3662	0
1.507	1	2	151	8	1	26	7708	26	7708	0
1.508	1	2	151	9	1	26	7708	26	7708	0
1.509	1	2	151	10	1	26	7708	26	7708	0
1.51	1	2	152	1	1	26	7708	26	7708	0
1.511	1	1	152	2	2	24	3182	24	3182	0
1.511	1	2	152	2	1	26	3662	26	3662	0
1.512	1	2	152	3	1	26	3662	26	3662	0
1.512	1	1	152	3	2	24	3182	24	3182	0
1.513	1	1	152	4	2	24	3182	24	3182	0
1.513	1	2	152	4	1	26	3662	26	3662	0
1.514	1	2	152	5	1	26	3662	26	3662	0
1.514	1	1	152	5	2	24	3182	24	3182	0
1.515	1	1	152	6	2	24	3182	24	3182	0
1.515	1	2	152	6	1	26	3662	26	3662	0
1.516	1	1	152	7	2	24	6882	24	6882	0
1.517	1	1	152	8	2	24	6882	24	6882	0
1.518	1	1	152	9	2	26	7708	26	7708	0
1.52	1	2	153	1	1	26	7708	26	7708	0
1.521	1	2	153	2	1	26	7708	26	7708	0
1.522	1	2	153	3	1	26	7708	26	7708	0
1.523	1	1	153	4	2	26	3662	26	3662	0
1.523	1	2	153	4	1	26	3662	26	3662	0
1.524	1	2	153	5	1	24	3182	24	3182	0
1.524	1	1	153	5	2	26	3662	26	3662	0
1.525	1	1	153	6	2	26	3662	26	3662	0
1.525	1	2	153	6	1	24	3182	24	3182	0
1.526	1	2	153	7	1	24	3182	24	3182	0
1.526	1	1	153	7	2	26	3662	26	3662	0
1.527	1	1	153	8	2	26	3662	26	3662	0
1.527	1	2	153	8	1	24	3182	24	3182	0
1.528	1	1	153	9	2	26	7708	26	7708	0
1.529	1	1	153	10	2	26	7708	26	7708	0
1.53	1	1	154	1	2	26	7708	26	7708	0
1.531	1	1	154	2	2	26	7708	26	7708	0
1.532	1	2	154	3	1	26	3662	26	3662	0
1.532	1	1	154	3	2	26	3662	26	3662	0
1.533	1	1	154	4	2	26	7708	26	7708	0
1.534	1	1	154	5	2	24	6882	24	6882	0
1.535	1	1	154	6	2	24	6882	24	6882	0
1.536	1	1	154	7	2	24	6882	24	6882	0
1.541	1	1	155	2	2	24	6882	24	6882	0
1.542	1	1	155	3	2	24	6882	24	6882	0
1.543	1	2	155	4	1	26	3662	26	3662	0
1.543	1	1	155	4	2	24	3182	24	3182	0
1.544	1	1	155	5	2	24	6882	24	6882	0
1.545	1	1	155	6	2	24	6882	24	6882	0
1.546	1	1	155	7	2	24	6882	24	6882	0
1.547	1	1	155	8	2	24	6882	24	6882	0
1.548	1	1	155	9	2	22	5861	22	5861	0
1.553	1	1	156	4	2	22	5861	22	5861	0
1.554	1	2	156	5	1	26	3662	26	3662	0
1.554	1	1	156	5	2	20	2385	20	2385	0
1.555	1	1	156	6	2	20	4904	20	4904	0
1.556	1	1	156	7	2	20	4904	20	4904	0
1.557	1	1	156	8	2	20	4904	20	4904	0
1.558	1	1	156	9	2	20	4904	20	4904	0
1.559	1	1	156	10	2	20	4904	20	4904	0
1.56	1	1	157	1	2	22	5861	22	5861	0
1.561	1	1	157	2	2	22	5861	22	5861	0
1.562	1	2	157	3	1	26	3662	26	3662	0
1.562	1	1	157	3	2	22	2769	22	2769	0
1.563	1	1	157	4	2	22	2769	22	2769	0
1.563	1	2	157	4	1	26	3662	26	3662	0
1.564	1	2	157	5	1	26	3662	26	3662	0
1.564	1	1	157	5	2	24	3182	24	3182	0
1.565	1	1	157	6	2	24	3182	24	3182	0
1.565	1	2	157	6	1	26	3662	26	3662	0
1.566	1	2	157	7	1	26	3662	26	3662	0
1.566	1	1	157	7	2	24	3182	24	3182	0
1.567	1	1	157	8	2	24	3182	24	3182	0
1.567	1	2	157	8	1	26	3662	26	3662	0
1.568	1	2	157	9	1	26	7708	26	7708	0
1.569	1	2	157	10	1	26	7708	26	7708	0
1.57	1	2	158	1	1	26	7708	26	7708	0
1.571	1	2	158	2	1	26	7708	26	7708	0
1.572	1	1	158	3	2	26	3662	26	3662	0
1.572	1	2	158	3	1	26	3662	26	3662	0
1.573	1	2	158	4	1	26	3662	26	3662	0
1.573	1	1	158	4	2	26	3662	26	3662	0
1.574	1	1	158	5	2	26	3662	26	3662	0
1.574	1	2	158	5	1	26	3662	26	3662	0
1.575	1	2	158	6	1	26	3662	26	3662	0
1.575	1	1	158	6	2	26	3662	26	3662	0
1.576	1	1	158	7	2	26	3662	26	3662	0
1.576	1	2	158	7	1	26	3662	26	3662	0
1.577	1	2	158	8	1	26	3662	26	3662	0
1.577	1	1	158	8	2	26	3662	26	3662	0
1.578	1	1	158	9	2	26	3662	26	3662	0
1.578	1	2	158	9	1	26	3662	26	3662	0
1.579	1	2	158	10	1	26	3662	26	3662	0
1.579	1	1	158	10	2	26	3662	26	3662	0
1.58	1	2	159	1	1	26	7708	26	7708	0
1.581	1	2	159	2	1	26	7708	26	7708	0
1.582	1	2	159	3	1	26	7708	26	7708	0
1.583	1	2	159	4	1	26	7708	26	7708	0
1.584	1	1	159	5	2	26	3662	26	3662	0
1.584	1	2	159	5	1	26	3662	26	3662	0
1.585	1	2	159	6	1	26	3662	26	3662	0
1.585	1	1	159	6	2	26	3662	26	3662	0
1.586	1	1	159	7	2	26	3662	26	3662	0
1.586	1	2	159	7	1	26	3662	26	3662	0
1.587	1	2	159	8	1	26	3662	26	3662	0
1.587	1	1	159	8	2	26	3662	26	3662	0
1.588	1	1	159	9	2	26	3662	26	3662	0
1.588	1	2	159	9	1	26	3662	26	3662	0
1.589	1	2	159	10	1	26	3662	26	3662	0
1.589	1	1	159	10	2	26	3662	26	3662	0
1.59	1	1	160	1	2	26	3662	26	3662	0
1.59	1	2	160	1	1	26	3662	26	3662	0
1.591	1	2	160	2	1	26	3662	26	3662	0
1.591	1	1	160	2	2	26	3662	26	3662	0
1.592	1	1	160	3	2	24	3182	24	3182	0
1.592	1	2	160	3	1	26	3662	26	3662	0
1.593	1	2	160	4	1	26	3662	26	3662	0
1.593	1	1	160	4	2	24	3182	24	3182	0
1.594	1	1	160	5	2	24	3182	24	3182	0
1.594	1	2	160	5	1	26	3662	26	3662	0
1.595	1	2	160	6	1	26	3662	26	3662	0
1.595	1	1	160	6	2	24	3182	24	3182	0
1.596	1	1	160	7	2	24	3182	24	3182	0
1.596	1	2	160	7	1	26	3662	26	3662	0
1.597	1	2	160	8	1	26	3662	26	3662	0
1.597	1	1	160	8	2	24	3182	24	3182	0
1.598	1	2	160	9	1	26	7708	26	7708	0
1.599	1	2	160	10	1	26	7708	26	7708	0
1.6	1	2	161	1	1	26	7708	26	7708	0
1.601	1	2	161	2	1	26	7708	26	7708	0
1.602	1	1	161	3	2	24	3182	24	3182	0
1.602	1	2	161	3	1	26	3662	26	3662	0
1.603	1	1	161	4	2	24	6882	24	6882	0
1.604	1	1	161	5	2	22	5861	22	5861	0
1.605	1	1	161	6	2	22	5861	22	5861	0
1.606	1	1	161	7	2	22	5861	22	5861	0
1.607	1	2	161	8	1	26	3662	26	3662	0
1.607	1	1	161	8	2	22	2769	22	2769	0
1.608	1	1	161	9	2	22	2769	22	2769	0
1.608	1	2	161	9	1	24	3182	24	3182	0
1.609	1	1	161	10	2	22	5861	22	5861	0
1.614	1	1	162	5	2	22	5861	22	5861	0
1.615	1	1	162	6	2	22	5861	22	5861	0
1.616	1	1	162	7	2	22	5861	22	5861	0
1.617	1	1	162	8	2	22	5861	22	5861	0
1.618	1	1	162	9	2	22	5861	22	5861	0
1.619	1	2	162	10	1	24	3182	24	3182	0
1.619	1	1	162	10	2	22	2769	22	2769	0
1.62	1	1	163	1	2	22	5861	22	5861	0
1.621	1	1	163	2	2	22	5861	22	5861	0
1.622	1	1	163	3	2	24	6882	24	6882	0
1.623	1	1	163	4	2	24	6882	24	6882	0
1.624	1	1	163	5	2	24	6882	24	6882	0
1.625	1	1	163	6	2	24	6882	24	6882	0
1.626	1	1	163	7	2	24	6882	24	6882	0
1.627	1	1	163	8	2	24	6882	24	6882	0
1.63	1	2	164	1	1	24	6882	24	6882	0
1.632	1	1	164	3	2	24	6882	24	6882	0
1.633	1	1	164	4	2	24	6882	24	6882	0
1.634	1	1	164	5	2	24	6882	24	6882	0
1.635	1	1	164	6	2	24	6882	24	6882	0
1.636	1	1	164	7	2	24	6882	24	6882	0
1.637	1	1	164	8	2	24	6882	24	6882	0
1.638	1	1	164	9	2	24	6882	24	6882	0
1.639	1	1	164	10	2	24	6882	24	6882	0
1.641	1	2	165	2	1	24	6882	24	6882	0
1.642	1	2	165	3	1	24	6882	24	6882	0
1.643	1	2	165	4	1	24	6882	24	6882	0
1.644	1	1	165	5	2	24	3182	24	3182	0
1.644	1	2	165	5	1	24	3182	24	3182	0
1.645	1	2	165	6	1	24	3182	24	3182	0
1.645	1	1	165	6	2	24	3182	24	3182	0
1.646	1	1	165	7	2	26	3662	26	3662	0
1.646	1	2	165	7	1	22	2769	22	2769	0
1.647	1	2	165	8	1	22	2769	22	2769	0
1.647	1	1	165	8	2	26	3662	26	3662	0
1.648	1	1	165	9	2	26	3662	26	3662	0
1.648	1	2	165	9	1	22	2769	22	2769	0
1.649	1	2	165	10	1	22	2769	22	2769	0
1.649	1	1	165	10	2	26	3662	26	3662	0
1.65	1	2	166	1	1	22	5861	22	5861	0
1.651	1	2	166	2	1	22	5861	22	5861	0
1.652	1	2	166	3	1	24	3182	24	3182	0
1.653	1	2	166	4	1	20	4904	20	4904	0
1.654	1	2	166	5	1	20	4904	20	4904	0
1.655	1	2	166	6	1	20	4904	20	4904	0
1.656	1	2	166	7	1	20	4904	20	4904	0
1.657	1	2	166	8	1	20	4904	20	4904	0
1.658	1	2	166	9	1	18	4107	18	4107	0
1.659	1	2	166	10	1	18	4107	18	4107	0
1.66	1	2	167	1	1	18	4107	18	4107	0
1.661	1	2	167	2	1	18	4107	18	4107	0
1.662	1	2	167	3	1	16	3822	16	3822	0
1.663	1	2	167	4	1	16	3822	16	3822	0
1.664	1	2	167	5	1	16	3822	16	3822	0
1.665	1	2	167	6	1	16	3822	16	3822	0
1.666	1	2	167	7	1	16	3822	16	3822	0
1.667	1	2	167	8	1	16	3822	16	3822	0
1.668	1	2	167	9	1	18	4107	18	4107	0
1.669	1	2	167	10	1	18	4107	18	4107	0
1.67	1	2	168	1	1	18	4107	18	4107	0
1.671	1	2	168	2	1	18	4107	18	4107	0
1.672	1	2	168	3	1	20	4904	20	4904	0
1.673	1	1	168	4	2	24	3182	24	3182	0
1.673	1	2	168	4	1	20	2385	20	2385	0
1.674	1	2	168	5	1	20	4904	20	4904	0
1.675	1	2	168	6	1	20	4904	20	4904	0
1.676	1	2	168	7	1	20	4904	20	4904	0
1.677	1	2	168	8	1	20	4904	20	4904	0
1.678	1	2	168	9	1	22	5861	22	5861	0
1.679	1	2	168	10	1	22	5861	22	5861	0
1.68	1	2	169	1	1	22	5861	22	5861	0
1.681	1	2	169	2	1	22	5861	22	5861	0
1.682	1	2	169	3	1	24	6882	24	6882	0
1.683	1	1	169	4	2	26	3662	26	3662	0
1.683	1	2	169	4	1	24	3182	24	3182	0
1.684	1	2	169	5	1	24	3182	24	3182	0
1.684	1	1	169	5	2	26	3662	26	3662	0
1.685	1	1	169	6	2	26	3662	26	3662	0
1.685	1	2	169	6	1	24	3182	24	3182	0
1.686	1	1	169	7	2	26	7708	26	7708	0
1.687	1	1	169	8	2	26	7708	26	7708	0
1.688	1	1	169	9	2	24	6882	24	6882	0
1.689	1	1	169	10	2	24	6882	24	6882	0
1.69	1	2	170	1	1	24	3182	24	3182	0
1.69	1	1	170	1	2	24	3182	24	3182	0
1.691	1	1	170	2	2	24	3182	24	3182	0
1.691	1	2	170	2	1	24	3182	24	3182	0
1.692	1	2	170	3	1	24	3182	24	3182	0
1.692	1	1	170	3	2	24	3182	24	3182	0
1.693	1	1	170	4	2	24	3182	24	3182	0
1.693	1	2	170	4	1	24	3182	24	3182	0
1.694	1	2	170	5	1	26	3662	26	3662	0
1.694	1	1	170	5	2	24	3182	24	3182	0
1.695	1	1	170	6	2	24	3182	24	3182	0
1.695	1	2	170	6	1	26	3662	26	3662	0
1.696	1	2	170	7	1	26	3662	26	3662	0
1.696	1	1	170	7	2	24	3182	24	3182	0
1.697	1	2	170	8	1	26	7708	26	7708	0
1.698	1	2	170	9	1	26	7708	26	7708	0
1.701	1	1	171	2	2	24	6882	24	6882	0
1.703	1	2	171	4	1	26	7708	26	7708	0
1.704	1	2	171	5	1	26	7708	26	7708	0
1.705	1	2	171	6	1	26	7708	26	7708	0
1.706	1	2	171	7	1	26	7708	26	7708	0
1.707	1	2	171	8	1	26	7708	26	7708	0
1.708	1	2	171	9	1	26	7708	26	7708	0
1.709	1	2	171	10	1	26	7708	26	7708	0
1.71	1	2	172	1	1	26	7708	26	7708	0
1.711	1	2	172	2	1	26	7708	26	7708	0
1.716	1	2	172	7	1	26	7708	26	7708	0
1.717	1	2	172	8	1	26	7708	26	7708	0
1.718	1	2	172	9	1	26	7708	26	7708	0
1.719	1	2	172	10	1	26	7708	26	7708	0
1.72	1	2	173	1	1	26	7708	26	7708	0
1.721	1	2	173	2	1	26	7708	26	7708	0
1.722	1	2	173	3	1	26	7708	26	7708	0
1.723	1	2	173	4	1	26	7708	26	7708	0
1.728	1	2	173	9	1	24	6882	24	6882	0
1.729	1	2	173	10	1	24	6882	24	6882	0
1.73	1	2	174	1	1	24	6882	24	6882	0
1.731	1	2	174	2	1	24	6882	24	6882	0
1.732	1	1	174	3	2	20	2385	20	2385	0
1.732	1	2	174	3	1	24	3182	24	3182	0
1.733	1	2	174	4	1	24	3182	24	3182	0
1.733	1	1	174	4	2	20	2385	20	2385	0
1.734	1	1	174	5	2	22	2769	22	2769	0
1.734	1	2	174	5	1	24	3182	24	3182	0
1.735	1	2	174	6	1	24	3182	24	3182	0
1.735	1	1	174	6	2	22	2769	22	2769	0
1.736	1	1	174	7	2	22	2769	22	2769	0
1.736	1	2	174	7	1	24	3182	24	3182	0
1.737	1	2	174	8	1	24	3182	24	3182	0
1.737	1	1	174	8	2	22	2769	22	2769	0
1.738	1	1	174	9	2	24	3182	24	3182	0
1.738	1	2	174	9	1	24	3182	24	3182	0
1.739	1	2	174	10	1	24	3182	24	3182	0
1.739	1	1	174	10	2	24	3182	24	3182	0
1.74	1	1	175	1	2	24	3182	24	3182	0
1.74	1	2	175	1	1	24	3182	24	3182	0
1.741	1	2	175	2	1	24	3182	24	3182	0
1.741	1	1	175	2	2	24	3182	24	3182	0
1.742	1	1	175	3	2	24	6882	24	6882	0
1.743	1	1	175	4	2	24	6882	24	6882	0
1.744	1	1	175	5	2	24	6882	24	6882	0
1.745	1	1	175	6	2	24	6882	24	6882	0
1.746	1	2	175	7	1	24	6882	24	6882	0
1.747	1	1	175	8	2	24	3182	24	3182	0
1.747	1	2	175	8	1	24	3182	24	3182	0
1.748	1	2	175	9	1	24	3182	24	3182	0
1.748	1	1	175	9	2	24	3182	24	3182	0
1.749	1	1	175	10	2	24	3182	24	3182	0
1.749	1	2	175	10	1	24	3182	24	3182	0
1.75	1	2	176	1	1	24	3182	24	3182	0
1.75	1	1	176	1	2	24	3182	24	3182	0
1.751	1	1	176	2	2	24	3182	24	3182	0
1.751	1	2	176	2	1	24	3182	24	3182	0
1.752	1	2	176	3	1	24	3182	24	3182	0
1.752	1	1	176	3	2	24	3182	24	3182	0
1.753	1	1	176	4	2	24	3182	24	3182	0
1.753	1	2	176	4	1	24	3182	24	3182	0
1.754	1	2	176	5	1	22	2769	22	2769	0
1.754	1	1	176	5	2	26	3662	26	3662	0
1.757	1	1	176	8	2	26	7708	26	7708	0
1.759	1	2	176	10	1	22	5861	22	5861	0
1.76	1	1	177	1	2	26	3662	26	3662	0
1.76	1	2	177	1	1	22	2769	22	2769	0
1.761	1	2	177	2	1	22	2769	22	2769	0
1.761	1	1	177	2	2	26	3662	26	3662	0
1.762	1	1	177	3	2	26	3662	26	3662	0
1.762	1	2	177	3	1	22	2769	22	2769	0
1.763	1	2	177	4	1	22	2769	22	2769	0
1.763	1	1	177	4	2	26	3662	26	3662	0
1.764	1	1	177	5	2	26	3662	26	3662	0
1.764	1	2	177	5	1	22	2769	22	2769	0
1.765	1	2	177	6	1	22	2769	22	2769	0
1.765	1	1	177	6	2	26	3662	26	3662	0
1.766	1	1	177	7	2	26	3662	26	3662	0
1.766	1	2	177	7	1	22	2769	22	2769	0
1.767	1	2	177	8	1	22	2769	22	2769	0
1.767	1	1	177	8	2	26	3662	26	3662	0
