% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.251	1	2	126	2	1	28	9422	28	9422	0
1.263	1	1	127	4	2	28	9422	28	9422	0
1.264	1	2	127	5	1	28	4395	28	4395	0
1.264	1	1	127	5	2	28	4395	28	4395	0
1.265	1	1	127	6	2	28	4395	28	4395	0
1.265	1	2	127	6	1	28	4395	28	4395	0
1.266	1	2	127	7	1	28	4395	28	4395	0
1.266	1	1	127	7	2	28	4395	28	4395	0
1.267	1	1	127	8	2	28	4395	28	4395	0
1.267	1	2	127	8	1	28	4395	28	4395	0
1.268	1	2	127	9	1	28	4395	28	4395	0
1.268	1	1	127	9	2	28	4395	28	4395	0
1.269	1	1	127	10	2	28	4395	28	4395	0
1.269	1	2	127	10	1	28	4395	28	4395	0
1.27	1	2	128	1	1	28	4395	28	4395	0
1.27	1	1	128	1	2	28	4395	28	4395	0
1.271	1	1	128	2	2	28	4395	28	4395	0
1.271	1	2	128	2	1	28	4395	28	4395	0
1.272	1	2	128	3	1	28	4395	28	4395	0
1.272	1	1	128	3	2	28	4395	28	4395	0
1.273	1	2	128	4	1	28	9422	28	9422	0
1.274	1	2	128	5	1	28	9422	28	9422	0
1.275	1	2	128	6	1	28	9422	28	9422	0
1.276	1	2	128	7	1	28	9422	28	9422	0
1.277	1	1	128	8	2	28	4395	28	4395	0
1.277	1	2	128	8	1	28	4395	28	4395	0
1.278	1	2	128	9	1	28	4395	28	4395	0
1.278	1	1	128	9	2	28	4395	28	4395	0
1.279	1	2	128	10	1	28	9422	28	9422	0
1.281	1	2	129	2	1	28	9422	28	9422	0
1.284	1	2	129	5	1	26	7708	26	7708	0
1.285	1	2	129	6	1	26	7708	26	7708	0
1.286	1	2	129	7	1	28	9422	28	9422	0
1.287	1	2	129	8	1	28	9422	28	9422	0
1.297	1	2	130	8	1	26	7708	26	7708	0
1.298	1	2	130	9	1	26	7708	26	7708	0
1.299	1	2	130	10	1	26	7708	26	7708	0
1.303	1	2	131	4	1	26	7708	26	7708	0
1.312	1	1	132	3	2	26	7708	26	7708	0
1.313	1	1	132	4	2	26	7708	26	7708	0
1.314	1	2	132	5	1	28	4395	28	4395	0
1.314	1	1	132	5	2	26	3662	26	3662	0
1.315	1	2	132	6	1	28	9422	28	9422	0
1.316	1	2	132	7	1	28	9422	28	9422	0
1.317	1	2	132	8	1	28	9422	28	9422	0
1.318	1	2	132	9	1	28	9422	28	9422	0
1.319	1	2	132	10	1	28	9422	28	9422	0
1.32	1	2	133	1	1	28	9422	28	9422	0
1.321	1	2	133	2	1	28	9422	28	9422	0
1.322	1	2	133	3	1	28	9422	28	9422	0
1.323	1	2	133	4	1	28	9422	28	9422	0
1.324	1	2	133	5	1	28	9422	28	9422	0
1.325	1	2	133	6	1	28	9422	28	9422	0
1.326	1	2	133	7	1	28	9422	28	9422	0
1.327	1	1	133	8	2	28	4395	28	4395	0
1.327	1	2	133	8	1	28	4395	28	4395	0
1.328	1	2	133	9	1	28	9422	28	9422	0
1.333	1	2	134	4	1	28	9422	28	9422	0
1.334	1	2	134	5	1	28	9422	28	9422	0
1.335	1	2	134	6	1	28	9422	28	9422	0
1.336	1	2	134	7	1	28	9422	28	9422	0
1.337	1	2	134	8	1	28	9422	28	9422	0
1.338	1	2	134	9	1	26	7708	26	7708	0
1.339	1	2	134	10	1	26	7708	26	7708	0
1.34	1	2	135	1	1	26	7708	26	7708	0
1.344	1	2	135	5	1	26	7708	26	7708	0
1.345	1	2	135	6	1	26	7708	26	7708	0
1.346	1	2	135	7	1	26	7708	26	7708	0
1.347	1	2	135	8	1	26	7708	26	7708	0
1.348	1	2	135	9	1	28	9422	28	9422	0
1.35	1	2	136	1	1	28	9422	28	9422	0
1.351	1	2	136	2	1	28	9422	28	9422	0
1.352	1	2	136	3	1	28	9422	28	9422	0
1.354	1	2	136	5	1	28	9422	28	9422	0
1.355	1	2	136	6	1	28	9422	28	9422	0
1.356	1	2	136	7	1	28	9422	28	9422	0
1.357	1	2	136	8	1	28	9422	28	9422	0
1.358	1	2	136	9	1	28	9422	28	9422	0
1.361	1	1	137	2	2	26	7708	26	7708	0
1.362	1	2	137	3	1	28	4395	28	4395	0
1.362	1	1	137	3	2	26	3662	26	3662	0
1.363	1	1	137	4	2	26	3662	26	3662	0
1.363	1	2	137	4	1	28	4395	28	4395	0
1.364	1	2	137	5	1	26	3662	26	3662	0
1.364	1	1	137	5	2	28	4395	28	4395	0
1.365	1	1	137	6	2	28	9422	28	9422	0
1.366	1	2	137	7	1	26	7708	26	7708	0
1.367	1	2	137	8	1	26	7708	26	7708	0
1.368	1	2	137	9	1	26	7708	26	7708	0
1.373	1	2	138	4	1	26	7708	26	7708	0
1.376	1	1	138	7	2	26	7708	26	7708	0
1.393	1	2	140	4	1	26	7708	26	7708	0
1.397	1	2	140	8	1	26	7708	26	7708	0
1.402	1	2	141	3	1	28	9422	28	9422	0
1.403	1	2	141	4	1	28	9422	28	9422	0
1.404	1	2	141	5	1	28	9422	28	9422	0
1.405	1	2	141	6	1	28	9422	28	9422	0
1.406	1	2	141	7	1	28	9422	28	9422	0
1.407	1	2	141	8	1	28	9422	28	9422	0
1.408	1	2	141	9	1	28	9422	28	9422	0
1.409	1	2	141	10	1	28	9422	28	9422	0
1.41	1	1	142	1	2	28	4395	28	4395	0
1.41	1	2	142	1	1	28	4395	28	4395	0
1.411	1	2	142	2	1	28	4395	28	4395	0
1.411	1	1	142	2	2	28	4395	28	4395	0
1.412	1	1	142	3	2	28	4395	28	4395	0
1.412	1	2	142	3	1	28	4395	28	4395	0
1.413	1	2	142	4	1	28	4395	28	4395	0
1.413	1	1	142	4	2	28	4395	28	4395	0
1.414	1	1	142	5	2	28	4395	28	4395	0
1.414	1	2	142	5	1	28	4395	28	4395	0
1.415	1	2	142	6	1	28	4395	28	4395	0
1.415	1	1	142	6	2	28	4395	28	4395	0
1.416	1	1	142	7	2	28	4395	28	4395	0
1.416	1	2	142	7	1	28	4395	28	4395	0
1.417	1	2	142	8	1	28	4395	28	4395	0
1.417	1	1	142	8	2	28	4395	28	4395	0
1.418	1	1	142	9	2	28	4395	28	4395	0
1.418	1	2	142	9	1	28	4395	28	4395	0
1.419	1	2	142	10	1	28	4395	28	4395	0
1.419	1	1	142	10	2	28	4395	28	4395	0
1.42	1	1	143	1	2	28	4395	28	4395	0
1.42	1	2	143	1	1	28	4395	28	4395	0
1.421	1	2	143	2	1	28	4395	28	4395	0
1.421	1	1	143	2	2	28	4395	28	4395	0
1.422	1	1	143	3	2	28	4395	28	4395	0
1.422	1	2	143	3	1	28	4395	28	4395	0
1.427	1	2	143	8	1	28	4395	28	4395	0
1.427	1	1	143	8	2	26	3662	26	3662	0
1.428	1	2	143	9	1	28	9422	28	9422	0
1.429	1	2	143	10	1	28	9422	28	9422	0
1.446	1	2	145	7	1	28	9422	28	9422	0
1.447	1	2	145	8	1	28	9422	28	9422	0
1.448	1	2	145	9	1	26	7708	26	7708	0
1.449	1	2	145	10	1	26	7708	26	7708	0
1.45	1	2	146	1	1	26	7708	26	7708	0
1.451	1	2	146	2	1	26	7708	26	7708	0
1.452	1	2	146	3	1	28	9422	28	9422	0
1.453	1	2	146	4	1	28	9422	28	9422	0
1.454	1	2	146	5	1	28	9422	28	9422	0
1.455	1	2	146	6	1	28	9422	28	9422	0
1.456	1	2	146	7	1	28	9422	28	9422	0
1.457	1	2	146	8	1	28	9422	28	9422	0
1.458	1	2	146	9	1	28	9422	28	9422	0
1.459	1	1	146	10	2	28	4395	28	4395	0
1.459	1	2	146	10	1	28	4395	28	4395	0
1.46	1	2	147	1	1	26	3662	26	3662	0
1.46	1	1	147	1	2	28	4395	28	4395	0
1.461	1	1	147	2	2	28	4395	28	4395	0
1.461	1	2	147	2	1	26	3662	26	3662	0
1.462	1	2	147	3	1	28	4395	28	4395	0
1.462	1	1	147	3	2	28	4395	28	4395	0
1.463	1	1	147	4	2	28	4395	28	4395	0
1.463	1	2	147	4	1	28	4395	28	4395	0
1.464	1	2	147	5	1	28	4395	28	4395	0
1.464	1	1	147	5	2	28	4395	28	4395	0
1.465	1	1	147	6	2	28	9422	28	9422	0
1.466	1	1	147	7	2	28	9422	28	9422	0
1.468	1	2	147	9	1	28	9422	28	9422	0
1.469	1	2	147	10	1	28	9422	28	9422	0
1.47	1	2	148	1	1	28	9422	28	9422	0
1.471	1	2	148	2	1	28	9422	28	9422	0
1.472	1	2	148	3	1	28	9422	28	9422	0
1.473	1	2	148	4	1	28	9422	28	9422	0
1.474	1	1	148	5	2	28	9422	28	9422	0
1.475	1	2	148	6	1	28	9422	28	9422	0
1.476	1	2	148	7	1	28	9422	28	9422	0
1.479	1	2	148	10	1	28	9422	28	9422	0
1.48	1	2	149	1	1	28	9422	28	9422	0
1.481	1	2	149	2	1	28	9422	28	9422	0
1.482	1	2	149	3	1	28	9422	28	9422	0
1.483	1	2	149	4	1	28	9422	28	9422	0
1.485	1	2	149	6	1	28	9422	28	9422	0
1.486	1	2	149	7	1	28	9422	28	9422	0
1.487	1	2	149	8	1	28	9422	28	9422	0
1.488	1	2	149	9	1	28	9422	28	9422	0
1.489	1	2	149	10	1	28	9422	28	9422	0
1.49	1	2	150	1	1	28	9422	28	9422	0
1.493	1	2	150	4	1	28	9422	28	9422	0
1.495	1	2	150	6	1	28	9422	28	9422	0
1.497	1	2	150	8	1	28	9422	28	9422	0
1.498	1	2	150	9	1	28	9422	28	9422	0
1.499	1	2	150	10	1	28	9422	28	9422	0
1.5	1	2	151	1	1	28	9422	28	9422	0
1.501	1	2	151	2	1	28	9422	28	9422	0
1.508	1	1	151	9	2	28	9422	28	9422	0
1.509	1	2	151	10	1	28	4395	28	4395	0
1.509	1	1	151	10	2	28	4395	28	4395	0
1.51	1	1	152	1	2	26	3662	26	3662	0
1.51	1	2	152	1	1	28	4395	28	4395	0
1.511	1	2	152	2	1	28	4395	28	4395	0
1.511	1	1	152	2	2	26	3662	26	3662	0
1.512	1	1	152	3	2	28	4395	28	4395	0
1.512	1	2	152	3	1	28	4395	28	4395	0
1.513	1	1	152	4	2	28	9422	28	9422	0
1.514	1	1	152	5	2	28	9422	28	9422	0
1.515	1	1	152	6	2	28	9422	28	9422	0
1.516	1	2	152	7	1	28	4395	28	4395	0
1.516	1	1	152	7	2	28	4395	28	4395	0
1.517	1	1	152	8	2	28	9422	28	9422	0
1.518	1	1	152	9	2	28	9422	28	9422	0
1.519	1	1	152	10	2	28	9422	28	9422	0
1.52	1	1	153	1	2	28	9422	28	9422	0
1.521	1	1	153	2	2	28	9422	28	9422	0
1.522	1	1	153	3	2	28	9422	28	9422	0
1.523	1	1	153	4	2	28	9422	28	9422	0
1.525	1	1	153	6	2	28	9422	28	9422	0
1.526	1	2	153	7	1	28	9422	28	9422	0
1.528	1	1	153	9	2	28	9422	28	9422	0
1.529	1	1	153	10	2	28	9422	28	9422	0
1.546	1	2	155	7	1	26	3662	26	3662	0
1.546	1	1	155	7	2	28	4395	28	4395	0
1.547	1	1	155	8	2	28	4395	28	4395	0
1.547	1	2	155	8	1	26	3662	26	3662	0
1.548	1	2	155	9	1	26	7708	26	7708	0
1.549	1	2	155	10	1	26	7708	26	7708	0
1.55	1	2	156	1	1	28	9422	28	9422	0
1.551	1	2	156	2	1	28	9422	28	9422	0
1.552	1	2	156	3	1	28	9422	28	9422	0
1.553	1	2	156	4	1	28	9422	28	9422	0
1.554	1	2	156	5	1	28	9422	28	9422	0
1.555	1	2	156	6	1	28	9422	28	9422	0
1.556	1	2	156	7	1	28	9422	28	9422	0
1.557	1	2	156	8	1	28	9422	28	9422	0
1.558	1	2	156	9	1	28	9422	28	9422	0
1.559	1	2	156	10	1	28	9422	28	9422	0
1.561	1	1	157	2	2	28	9422	28	9422	0
1.563	1	2	157	4	1	28	4395	28	4395	0
1.563	1	1	157	4	2	26	3662	26	3662	0
1.564	1	1	157	5	2	26	7708	26	7708	0
1.565	1	1	157	6	2	26	7708	26	7708	0
1.566	1	2	157	7	1	28	4395	28	4395	0
1.566	1	1	157	7	2	28	4395	28	4395	0
1.567	1	1	157	8	2	28	9422	28	9422	0
1.568	1	1	157	9	2	28	9422	28	9422	0
1.569	1	1	157	10	2	28	9422	28	9422	0
1.57	1	1	158	1	2	28	9422	28	9422	0
1.571	1	1	158	2	2	28	9422	28	9422	0
1.572	1	1	158	3	2	28	9422	28	9422	0
1.573	1	1	158	4	2	28	9422	28	9422	0
1.574	1	2	158	5	1	28	4395	28	4395	0
1.574	1	1	158	5	2	28	4395	28	4395	0
1.575	1	1	158	6	2	28	9422	28	9422	0
1.576	1	2	158	7	1	28	4395	28	4395	0
1.576	1	1	158	7	2	28	4395	28	4395	0
1.577	1	1	158	8	2	28	9422	28	9422	0
1.578	1	1	158	9	2	28	9422	28	9422	0
1.579	1	1	158	10	2	28	9422	28	9422	0
1.584	1	1	159	5	2	28	9422	28	9422	0
1.585	1	2	159	6	1	28	4395	28	4395	0
1.585	1	1	159	6	2	28	4395	28	4395	0
1.586	1	1	159	7	2	28	9422	28	9422	0
1.587	1	1	159	8	2	28	9422	28	9422	0
1.588	1	1	159	9	2	28	9422	28	9422	0
1.589	1	1	159	10	2	28	9422	28	9422	0
1.59	1	1	160	1	2	28	9422	28	9422	0
1.591	1	1	160	2	2	28	9422	28	9422	0
1.595	1	2	160	6	1	28	4395	28	4395	0
1.595	1	1	160	6	2	28	4395	28	4395	0
1.596	1	1	160	7	2	28	4395	28	4395	0
1.596	1	2	160	7	1	28	4395	28	4395	0
1.597	1	2	160	8	1	28	4395	28	4395	0
1.597	1	1	160	8	2	28	4395	28	4395	0
1.598	1	1	160	9	2	28	4395	28	4395	0
1.598	1	2	160	9	1	28	4395	28	4395	0
1.599	1	2	160	10	1	28	4395	28	4395	0
1.599	1	1	160	10	2	28	4395	28	4395	0
1.6	1	1	161	1	2	28	4395	28	4395	0
1.6	1	2	161	1	1	28	4395	28	4395	0
1.601	1	2	161	2	1	28	4395	28	4395	0
1.601	1	1	161	2	2	28	4395	28	4395	0
1.602	1	1	161	3	2	28	4395	28	4395	0
1.602	1	2	161	3	1	28	4395	28	4395	0
1.603	1	2	161	4	1	28	4395	28	4395	0
1.603	1	1	161	4	2	28	4395	28	4395	0
1.604	1	2	161	5	1	28	9422	28	9422	0
1.605	1	2	161	6	1	28	9422	28	9422	0
1.606	1	2	161	7	1	28	9422	28	9422	0
1.607	1	2	161	8	1	28	9422	28	9422	0
1.608	1	1	161	9	2	28	4395	28	4395	0
1.608	1	2	161	9	1	28	4395	28	4395	0
1.609	1	2	161	10	1	28	9422	28	9422	0
1.612	1	1	162	3	2	26	7708	26	7708	0
1.613	1	1	162	4	2	26	7708	26	7708	0
1.614	1	2	162	5	1	26	3662	26	3662	0
1.614	1	1	162	5	2	28	4395	28	4395	0
1.615	1	1	162	6	2	28	4395	28	4395	0
1.615	1	2	162	6	1	26	3662	26	3662	0
1.616	1	2	162	7	1	28	4395	28	4395	0
1.616	1	1	162	7	2	28	4395	28	4395	0
1.617	1	1	162	8	2	28	4395	28	4395	0
1.617	1	2	162	8	1	28	4395	28	4395	0
1.618	1	2	162	9	1	28	4395	28	4395	0
1.618	1	1	162	9	2	28	4395	28	4395	0
1.619	1	1	162	10	2	28	9422	28	9422	0
1.62	1	1	163	1	2	26	7708	26	7708	0
1.621	1	1	163	2	2	26	7708	26	7708	0
1.622	1	1	163	3	2	26	7708	26	7708	0
1.623	1	1	163	4	2	26	7708	26	7708	0
1.624	1	1	163	5	2	28	9422	28	9422	0
1.625	1	1	163	6	2	28	9422	28	9422	0
1.626	1	1	163	7	2	28	9422	28	9422	0
1.627	1	1	163	8	2	28	9422	28	9422	0
1.628	1	1	163	9	2	28	9422	28	9422	0
1.629	1	1	163	10	2	28	9422	28	9422	0
1.63	1	1	164	1	2	28	9422	28	9422	0
1.631	1	1	164	2	2	28	9422	28	9422	0
1.632	1	1	164	3	2	28	9422	28	9422	0
1.633	1	2	164	4	1	28	4395	28	4395	0
1.633	1	1	164	4	2	28	4395	28	4395	0
1.634	1	1	164	5	2	28	9422	28	9422	0
1.635	1	1	164	6	2	28	9422	28	9422	0
1.64	1	1	165	1	2	26	7708	26	7708	0
1.641	1	1	165	2	2	26	7708	26	7708	0
1.644	1	2	165	5	1	28	9422	28	9422	0
1.645	1	2	165	6	1	28	9422	28	9422	0
1.646	1	2	165	7	1	28	9422	28	9422	0
1.648	1	2	165	9	1	28	9422	28	9422	0
1.649	1	2	165	10	1	28	9422	28	9422	0
1.65	1	2	166	1	1	26	7708	26	7708	0
1.651	1	2	166	2	1	26	7708	26	7708	0
1.652	1	2	166	3	1	26	7708	26	7708	0
1.653	1	2	166	4	1	26	7708	26	7708	0
1.654	1	2	166	5	1	28	9422	28	9422	0
1.655	1	1	166	6	2	28	4395	28	4395	0
1.655	1	2	166	6	1	28	4395	28	4395	0
1.657	1	2	166	8	1	28	9422	28	9422	0
1.658	1	2	166	9	1	26	7708	26	7708	0
1.661	1	1	167	2	2	28	4395	28	4395	0
1.661	1	2	167	2	1	26	3662	26	3662	0
1.662	1	1	167	3	2	28	9422	28	9422	0
1.663	1	1	167	4	2	28	9422	28	9422	0
1.664	1	2	167	5	1	26	3662	26	3662	0
1.664	1	1	167	5	2	28	4395	28	4395	0
1.665	1	1	167	6	2	28	9422	28	9422	0
1.666	1	1	167	7	2	28	9422	28	9422	0
1.667	1	1	167	8	2	28	9422	28	9422	0
1.668	1	1	167	9	2	26	7708	26	7708	0
1.669	1	1	167	10	2	26	7708	26	7708	0
1.67	1	1	168	1	2	28	9422	28	9422	0
1.671	1	1	168	2	2	28	9422	28	9422	0
1.672	1	1	168	3	2	26	7708	26	7708	0
1.673	1	1	168	4	2	26	7708	26	7708	0
1.674	1	1	168	5	2	28	9422	28	9422	0
1.675	1	2	168	6	1	28	4395	28	4395	0
1.675	1	1	168	6	2	28	4395	28	4395	0
1.676	1	1	168	7	2	28	4395	28	4395	0
1.676	1	2	168	7	1	28	4395	28	4395	0
1.677	1	1	168	8	2	28	9422	28	9422	0
1.682	1	2	169	3	1	28	9422	28	9422	0
1.689	1	1	169	10	2	28	9422	28	9422	0
1.69	1	1	170	1	2	28	9422	28	9422	0
1.691	1	1	170	2	2	28	9422	28	9422	0
1.692	1	2	170	3	1	26	3662	26	3662	0
1.692	1	1	170	3	2	28	4395	28	4395	0
1.693	1	1	170	4	2	28	4395	28	4395	0
1.693	1	2	170	4	1	26	3662	26	3662	0
1.694	1	2	170	5	1	26	3662	26	3662	0
1.694	1	1	170	5	2	28	4395	28	4395	0
1.695	1	1	170	6	2	28	4395	28	4395	0
1.695	1	2	170	6	1	26	3662	26	3662	0
1.696	1	2	170	7	1	28	4395	28	4395	0
1.696	1	1	170	7	2	28	4395	28	4395	0
1.697	1	1	170	8	2	28	4395	28	4395	0
1.697	1	2	170	8	1	28	4395	28	4395	0
1.698	1	2	170	9	1	28	4395	28	4395	0
1.698	1	1	170	9	2	28	4395	28	4395	0
1.699	1	2	170	10	1	28	9422	28	9422	0
1.7	1	2	171	1	1	28	9422	28	9422	0
1.701	1	2	171	2	1	28	9422	28	9422	0
1.702	1	2	171	3	1	28	9422	28	9422	0
1.703	1	1	171	4	2	28	4395	28	4395	0
1.703	1	2	171	4	1	28	4395	28	4395	0
1.704	1	2	171	5	1	28	4395	28	4395	0
1.704	1	1	171	5	2	28	4395	28	4395	0
1.709	1	2	171	10	1	28	9422	28	9422	0
1.71	1	1	172	1	2	28	4395	28	4395	0
1.71	1	2	172	1	1	28	4395	28	4395	0
1.711	1	2	172	2	1	28	4395	28	4395	0
1.711	1	1	172	2	2	28	4395	28	4395	0
1.712	1	1	172	3	2	28	4395	28	4395	0
1.712	1	2	172	3	1	28	4395	28	4395	0
1.713	1	2	172	4	1	28	4395	28	4395	0
1.713	1	1	172	4	2	28	4395	28	4395	0
1.714	1	1	172	5	2	28	9422	28	9422	0
1.715	1	1	172	6	2	28	9422	28	9422	0
1.716	1	1	172	7	2	28	9422	28	9422	0
1.717	1	1	172	8	2	28	9422	28	9422	0
1.718	1	1	172	9	2	28	9422	28	9422	0
1.719	1	1	172	10	2	28	9422	28	9422	0
1.72	1	1	173	1	2	28	9422	28	9422	0
1.721	1	1	173	2	2	28	9422	28	9422	0
1.722	1	1	173	3	2	28	9422	28	9422	0
1.723	1	1	173	4	2	28	9422	28	9422	0
1.724	1	1	173	5	2	28	9422	28	9422	0
1.725	1	1	173	6	2	28	9422	28	9422	0
1.732	1	1	174	3	2	26	7708	26	7708	0
1.738	1	2	174	9	1	26	3662	26	3662	0
1.738	1	1	174	9	2	28	4395	28	4395	0
1.739	1	1	174	10	2	28	9422	28	9422	0
1.742	1	2	175	3	1	28	9422	28	9422	0
1.743	1	2	175	4	1	28	9422	28	9422	0
1.744	1	2	175	5	1	28	9422	28	9422	0
1.745	1	2	175	6	1	28	9422	28	9422	0
1.746	1	2	175	7	1	28	9422	28	9422	0
1.747	1	2	175	8	1	28	9422	28	9422	0
1.748	1	2	175	9	1	28	9422	28	9422	0
1.749	1	2	175	10	1	28	9422	28	9422	0
1.75	1	2	176	1	1	28	9422	28	9422	0
1.751	1	2	176	2	1	28	9422	28	9422	0
1.752	1	2	176	3	1	28	9422	28	9422	0
1.753	1	1	176	4	2	28	9422	28	9422	0
1.755	1	2	176	6	1	28	9422	28	9422	0
1.758	1	2	176	9	1	26	7708	26	7708	0
1.759	1	1	176	10	2	28	9422	28	9422	0
1.76	1	1	177	1	2	28	9422	28	9422	0
1.761	1	1	177	2	2	28	9422	28	9422	0
1.762	1	1	177	3	2	28	9422	28	9422	0
1.763	1	1	177	4	2	28	9422	28	9422	0
1.764	1	1	177	5	2	28	9422	28	9422	0
1.765	1	1	177	6	2	28	9422	28	9422	0
1.766	1	1	177	7	2	28	9422	28	9422	0
1.768	1	2	177	9	1	28	9422	28	9422	0
1.769	1	2	177	10	1	28	9422	28	9422	0
1.772	1	2	178	3	1	28	9422	28	9422	0
1.774	1	1	178	5	2	28	9422	28	9422	0
1.784	1	2	179	5	1	26	7708	26	7708	0
1.787	1	1	179	8	2	26	3662	26	3662	0
1.787	1	2	179	8	1	26	3662	26	3662	0
1.788	1	2	179	9	1	28	4395	28	4395	0
1.788	1	1	179	9	2	26	3662	26	3662	0
1.789	1	1	179	10	2	26	7708	26	7708	0
1.791	1	2	180	2	1	28	9422	28	9422	0
1.792	1	2	180	3	1	28	9422	28	9422	0
1.793	1	2	180	4	1	28	9422	28	9422	0
1.794	1	2	180	5	1	26	7708	26	7708	0
1.795	1	2	180	6	1	26	7708	26	7708	0
1.796	1	2	180	7	1	26	7708	26	7708	0
1.797	1	2	180	8	1	26	7708	26	7708	0
1.798	1	2	180	9	1	26	7708	26	7708	0
1.799	1	2	180	10	1	26	7708	26	7708	0
1.8	1	2	181	1	1	26	7708	26	7708	0
1.802	1	1	181	3	2	28	9422	28	9422	0
1.805	1	2	181	6	1	26	7708	26	7708	0
1.807	1	2	181	8	1	26	7708	26	7708	0
1.808	1	1	181	9	2	28	9422	28	9422	0
1.809	1	1	181	10	2	28	9422	28	9422	0
1.81	1	1	182	1	2	28	9422	28	9422	0
1.811	1	1	182	2	2	28	9422	28	9422	0
1.812	1	1	182	3	2	28	9422	28	9422	0
1.813	1	1	182	4	2	28	9422	28	9422	0
1.814	1	1	182	5	2	28	9422	28	9422	0
1.815	1	1	182	6	2	28	9422	28	9422	0
1.817	1	2	182	8	1	28	9422	28	9422	0
1.818	1	2	182	9	1	28	9422	28	9422	0
1.823	1	1	183	4	2	28	9422	28	9422	0
1.828	1	2	183	9	1	26	7708	26	7708	0
1.832	1	2	184	3	1	26	7708	26	7708	0
1.836	1	1	184	7	2	28	4395	28	4395	0
1.836	1	2	184	7	1	26	3662	26	3662	0
1.837	1	2	184	8	1	26	3662	26	3662	0
1.837	1	1	184	8	2	28	4395	28	4395	0
1.838	1	1	184	9	2	28	4395	28	4395	0
1.838	1	2	184	9	1	28	4395	28	4395	0
1.839	1	2	184	10	1	28	4395	28	4395	0
1.839	1	1	184	10	2	28	4395	28	4395	0
1.84	1	1	185	1	2	28	4395	28	4395	0
1.84	1	2	185	1	1	28	4395	28	4395	0
1.841	1	2	185	2	1	28	4395	28	4395	0
1.841	1	1	185	2	2	28	4395	28	4395	0
1.842	1	1	185	3	2	28	4395	28	4395	0
1.842	1	2	185	3	1	26	3662	26	3662	0
1.843	1	2	185	4	1	26	3662	26	3662	0
1.843	1	1	185	4	2	28	4395	28	4395	0
1.844	1	1	185	5	2	28	4395	28	4395	0
1.844	1	2	185	5	1	26	3662	26	3662	0
1.845	1	2	185	6	1	26	3662	26	3662	0
1.845	1	1	185	6	2	28	4395	28	4395	0
1.846	1	2	185	7	1	28	9422	28	9422	0
1.847	1	2	185	8	1	28	9422	28	9422	0
