% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
1	2	1	1	2	3	914	1380880	914	1380880	0.00665002	0.00281717	0.00301939	0.0164656	1510.81	68.1651	54	1514	
1	2	1	2	1	3	1331	867084	1331	867084	0.00464794	0.0017885	0.00300125	0.0127904	651.453	623.832	50	1558	
2	3	1	1	2	3	242	366388	242	366388	0.00392418	0.000802242	0.00301952	0.00665876	1514	0	1514	1514	
2	3	1	2	1	3	1299	751639	1299	751639	0.003747	0.000853659	0.00300684	0.00804326	578.629	679.618	97	1596	
3	4	1	1	2	3	97	146858	97	146858	0.00343089	0.000485233	0.00301952	0.00493827	1514	0	1514	1514	
3	4	1	2	1	3	1251	759056	1251	759056	0.00357575	0.000835092	0.00300445	0.00797715	606.759	683.724	133	1596	
4	5	1	1	2	3	195	295230	195	295230	0.00367284	0.000575007	0.00301857	0.00497108	1514	0	1514	1514	
4	5	1	2	1	3	835	620568	835	620568	0.00357635	0.000621017	0.00300741	0.00701849	743.195	720.455	133	1596	
5	6	1	1	2	3	136	205904	136	205904	0.00342129	0.000467033	0.00301952	0.0039953	1514	0	1514	1514	
5	6	1	2	1	3	718	596318	718	596318	0.00379443	0.000730153	0.00300307	0.00706779	830.526	729.769	133	1596	
6	7	1	1	2	3	196	296744	196	296744	0.00370261	0.000604859	0.00301939	0.0049698	1514	0	1514	1514	
6	7	1	2	1	3	1089	798091	1083	792919	0.00376474	0.000856958	0.00300972	0.00804046	732.151	717.709	133	1596	
7	8	1	1	2	3	215	325510	215	325510	0.00384539	0.000683753	0.00301952	0.0049698	1514	0	1514	1514	
7	8	1	2	1	3	781	501467	780	501341	0.00355111	0.000848112	0.003004	0.00706713	642.745	695.061	133	1596	
8	9	1	1	2	3	139	210446	139	210446	0.00351288	0.000552449	0.00301537	0.00497108	1514	0	1514	1514	
8	9	1	2	1	3	1307	904717	1301	902447	0.00355795	0.00072824	0.00300617	0.00794244	693.656	709.88	133	1596	
9	10	1	1	2	3	108	163512	108	163512	0.00334237	0.0004432	0.00301952	0.00399466	1514	0	1514	1514	
9	10	1	2	1	3	1088	958264	1101	965832	0.00387992	0.000811443	0.00300274	0.00899722	877.232	730.554	133	1612	
10	11	1	1	2	3	115	174110	115	174110	0.00331543	0.000432357	0.00301857	0.00399498	1514	0	1514	1514	
10	11	1	2	1	3	998	648664	995	648109	0.00362507	0.000728995	0.00300091	0.00706561	651.366	690.445	149	1646	
11	12	1	1	2	3	183	277062	183	277062	0.0036358	0.00052775	0.00301952	0.0049698	1514	0	1514	1514	
11	12	1	2	1	3	871	600038	873	598915	0.00350212	0.00059807	0.00300668	0.00704035	686.042	686.732	185	1680	
12	13	1	1	2	3	326	493564	326	493564	0.00414557	0.000869733	0.00301484	0.00684549	1514	0	1514	1514	
12	13	1	2	1	3	646	575325	646	575325	0.00369353	0.000841962	0.00300187	0.00706483	890.596	728.396	217	1680	
13	14	1	1	2	3	166	251324	166	251324	0.00363171	0.000531361	0.00301939	0.0049698	1514	0	1514	1514	
13	14	1	2	1	3	690	663705	691	665383	0.00374679	0.000713616	0.0030051	0.00706572	962.928	730.35	217	1680	
14	15	1	1	2	3	169	255866	169	255866	0.00363432	0.000551501	0.00301939	0.0049698	1514	0	1514	1514	
14	15	1	2	1	3	1125	852009	1124	850331	0.00374588	0.000886982	0.00300284	0.00797323	756.522	704.132	217	1680	
15	16	1	1	2	3	228	345192	228	345192	0.00369661	0.000528763	0.00301952	0.00576922	1514	0	1514	1514	
15	16	1	2	1	3	1161	832975	1158	833785	0.00384088	0.000835573	0.00300221	0.0110648	720.022	692.736	217	1680	
16	17	1	1	2	3	172	260408	172	260408	0.00368642	0.000586779	0.00301952	0.0049698	1514	0	1514	1514	
16	17	1	2	1	3	1134	978749	1138	979617	0.00370697	0.000731076	0.00300372	0.00706638	860.823	724.985	217	1680	
17	18	1	1	2	3	123	186222	123	186222	0.00342886	0.00049996	0.00301952	0.0049698	1514	0	1514	1514	
17	18	1	2	1	3	513	485116	512	483438	0.0035576	0.000642308	0.00300852	0.00706638	944.215	730.701	217	1680	
18	19	1	1	2	3	140	211960	140	211960	0.00350226	0.000537521	0.00301952	0.0049698	1514	0	1514	1514	
18	19	1	2	1	3	636	532008	637	533686	0.00342109	0.000606381	0.00300513	0.00702367	837.812	721.956	217	1680	
19	20	1	1	2	3	162	245268	162	245268	0.00354659	0.000510241	0.00301877	0.0049698	1514	0	1514	1514	
19	20	1	2	1	3	825	594076	799	575326	0.00353532	0.000732314	0.00300765	0.00799973	720.058	692.892	217	1680	
20	21	1	1	2	3	102	154428	102	154428	0.00338285	0.000456076	0.00301939	0.00399498	1514	0	1514	1514	
20	21	1	2	1	3	1554	1109412	1578	1126268	0.00357731	0.000693097	0.00300983	0.00703365	713.731	690.839	217	1680	
21	22	1	1	2	3	207	313398	207	313398	0.00375814	0.000659407	0.00301952	0.0049698	1514	0	1514	1514	
